fold,best_val_auc,auc,aupr,f1,acc
1,0.7265584295976633,0.6940329528990018,0.2242980972182622,0.2905956595351701,0.772787774217402
2,0.6832634718541113,0.6847100589270732,0.27001380891990556,0.3011657252734046,0.712399228448489
3,0.6765610530031626,0.6353019249709325,0.23084857290753436,0.2564318852804724,0.6415209434729565
4,0.7155014384660741,0.7048893917979833,0.26346077222842773,0.297838692672641,0.8628288965552752
5,0.6689848688936352,0.6652602507583014,0.2230135216403758,0.2768304914744233,0.7418414322250639
