Model,Dataset,AUC_mean,AUC_std,AUPR_mean,AUPR_std,F1_mean,F1_std,ACC_mean,ACC_std
GraphCDR,dataset-1,0.8309183738033307,0.004548528888639011,0.4732709789192137,0.009819794892400518,0.47016514204859916,0.007764906118315787,0.8714334351443114,0.006229155789545035
RedCDR,dataset-1,0.8355342239222019,0.0026784654651480985,0.49135654062528944,0.006132360397859477,0.48084661698466685,0.0029577563616240213,0.8824573726135055,0.0024711755227591176
SOULCDR,dataset-1,0.8315746317627408,0.0024006549056161015,0.4774459693216818,0.007196071284198102,0.46734347148759037,0.005041015511727001,0.870797919793661,0.010026915061265292
GraphCDR,dataset-2,0.9252112083674151,0.001007361678086267,0.8984857337242269,0.0021387007476299483,0.8180545194026504,0.001799009612528874,0.8451802608028636,0.0017370974206755655
RedCDR,dataset-2,0.9357733472663121,0.0008589220488057781,0.9151435271258951,0.0012474981684772802,0.8303140475823156,0.002081127345395359,0.8566692235574875,0.002367729374301308
SOULCDR,dataset-2,0.9334707688136132,0.0015739362897342246,0.9123000481436192,0.0018990139410121076,0.8277621574374429,0.002836385211810306,0.8551862268814455,0.0038638672871109283
