fold,best_val_auc,auc,aupr,f1,acc
1,0.7904747241413113,0.7885759048559811,0.4019639011129654,0.414057766107857,0.8537065052950076
2,0.7781042319944772,0.7882336690666127,0.39480388327367677,0.4064625850340136,0.859203227433182
