dataset,variant,local_layers,global_layers,probe_branch,message_depth,fold,directed_distance,expected_reachable,source_cell_id,target_cell_id,pair_drug_id,label,source_input_change,target_branch_change,baseline_logit,perturbed_logit,absolute_logit_change,signed_logit_change,source_nonzero,control_cell_id,control_target_branch_change,control_absolute_logit_change,control_nonzero
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000248,ACH-000725,10113978,1,9.704208374023438,0.000890382332727313,-2.317945718765259,-2.317960023880005,1.430511474609375e-05,1.430511474609375e-05,1,ACH-000074,1.850602416197944e-06,0.0,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000267,ACH-000117,11178236,1,5.622130393981934,0.00024911147193051875,1.3096654415130615,1.30963933467865,2.6106834411621094e-05,2.6106834411621094e-05,1,ACH-000087,1.820037937250163e-06,0.0,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000269,ACH-000733,11977753,1,6.649313449859619,0.002398826414719224,2.521317720413208,2.521153688430786,0.000164031982421875,0.000164031982421875,1,ACH-000094,2.2524918676936068e-06,4.76837158203125e-07,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000270,ACH-000963,11152667,1,4.855583190917969,0.0009082003962248564,2.875908851623535,2.8758208751678467,8.797645568847656e-05,8.797645568847656e-05,1,ACH-000098,2.091581336571835e-06,2.384185791015625e-07,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000290,ACH-000639,11511120,1,5.842130184173584,0.0011229333467781544,5.146328926086426,5.146403789520264,7.486343383789062e-05,-7.486343383789062e-05,1,ACH-000094,2.646472012202139e-06,9.5367431640625e-07,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000304,ACH-000905,10109823,1,5.679825305938721,0.00020659840083681047,3.2692439556121826,3.2692553997039795,1.1444091796875e-05,-1.1444091796875e-05,1,ACH-000105,1.5362476233349298e-06,0.0,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000318,ACH-000336,10074640,1,7.504654884338379,0.0001110511293518357,3.513176918029785,3.513190507888794,1.3589859008789062e-05,-1.3589859008789062e-05,1,ACH-000094,2.001476104851463e-06,0.0,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000345,ACH-000365,10077147,1,4.346392631530762,0.0004942435189150274,0.39294931292533875,0.3929632902145386,1.3977289199829102e-05,-1.3977289199829102e-05,1,ACH-000137,2.4908524665079312e-06,5.960464477539063e-08,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000359,ACH-001307,10368812,1,9.907109260559082,0.0005024861311540008,8.36712646484375,8.367176055908203,4.9591064453125e-05,-4.9591064453125e-05,1,ACH-000111,2.050276407317142e-06,0.0,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000361,ACH-000580,10127622,1,5.214873790740967,0.00080743437865749,3.0173721313476562,3.017470598220825,9.846687316894531e-05,-9.846687316894531e-05,1,ACH-000105,1.605865918463678e-06,0.0,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000362,ACH-000081,10074640,1,14.422303199768066,0.0025695746298879385,4.595788955688477,4.595086097717285,0.0007028579711914062,0.0007028579711914062,1,ACH-000137,2.121601028193254e-06,0.0,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000362,ACH-000983,10027278,1,14.422303199768066,0.0007661690469831228,6.704697608947754,6.704531669616699,0.0001659393310546875,0.0001659393310546875,1,ACH-000132,2.6727250315161655e-06,4.76837158203125e-07,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000369,ACH-000072,10027278,1,12.064312934875488,0.00013113752356730402,3.888244390487671,3.8882086277008057,3.5762786865234375e-05,3.5762786865234375e-05,1,ACH-000132,2.803441930154804e-06,4.76837158203125e-07,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000381,ACH-000138,10027278,1,15.909496307373047,0.0005706300726160407,4.557714939117432,4.557771682739258,5.6743621826171875e-05,-5.6743621826171875e-05,1,ACH-000113,2.443544872221537e-06,9.5367431640625e-07,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000381,ACH-000174,10027278,1,15.909496307373047,0.003405772615224123,5.877519607543945,5.87686824798584,0.0006513595581054688,0.0006513595581054688,1,ACH-000117,2.582057277322747e-06,4.76837158203125e-07,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000381,ACH-000628,11455910,1,15.909496307373047,0.009489343501627445,5.254302978515625,5.252270698547363,0.0020322799682617188,0.0020322799682617188,1,ACH-000132,2.4860760277078953e-06,4.76837158203125e-07,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000389,ACH-000410,10027278,1,8.695806503295898,0.00036435783840715885,0.25593170523643494,0.25595328211784363,2.1576881408691406e-05,-2.1576881408691406e-05,1,ACH-000121,1.9678509488585405e-06,8.940696716308594e-08,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000392,ACH-000332,16681698,1,3.994307279586792,0.0012388357426971197,2.0182886123657227,2.018845796585083,0.0005571842193603516,-0.0005571842193603516,1,ACH-000129,2.4456182927679038e-06,2.384185791015625e-07,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000392,ACH-000714,107969,1,3.994307279586792,0.0007197021623142064,3.38999342918396,3.389981985092163,1.1444091796875e-05,1.1444091796875e-05,1,ACH-000136,2.4983571620396106e-06,0.0,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000400,ACH-000249,11707110,1,5.40801477432251,0.0021089366637170315,2.7975451946258545,2.79695200920105,0.0005931854248046875,0.0005931854248046875,1,ACH-000142,1.328378175458056e-06,2.384185791015625e-07,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000422,ACH-000580,10127622,1,9.82567024230957,0.0033162706531584263,3.0173721313476562,3.0172669887542725,0.00010514259338378906,0.00010514259338378906,1,ACH-000132,1.5797045307408553e-06,0.0,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000423,ACH-000615,10127622,1,4.298558712005615,0.0009474826510995626,2.352055311203003,2.3520615100860596,6.198883056640625e-06,-6.198883056640625e-06,1,ACH-000137,2.0244788174750283e-06,0.0,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000452,ACH-000609,104842,1,6.060733318328857,0.00024764210684224963,6.94661808013916,6.946641445159912,2.3365020751953125e-05,-2.3365020751953125e-05,1,ACH-000146,2.4178891635529e-06,0.0,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000452,ACH-000863,10368812,1,6.060733318328857,4.8966147005558014e-05,5.209685802459717,5.209693908691406,8.106231689453125e-06,-8.106231689453125e-06,1,ACH-000146,2.3569175482407445e-06,4.76837158203125e-07,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000463,ACH-000441,11455910,1,7.61210823059082,0.0003010073851328343,5.650623798370361,5.650611877441406,1.1920928955078125e-05,1.1920928955078125e-05,1,ACH-000144,2.7853170649905223e-06,4.76837158203125e-07,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000472,ACH-000784,11152667,1,7.461013317108154,0.001573643065057695,3.3326528072357178,3.332568883895874,8.392333984375e-05,8.392333984375e-05,1,ACH-000146,2.1287969502736814e-06,0.0,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000476,ACH-000103,11338033,1,7.611478805541992,0.00390955526381731,1.494784951210022,1.4958990812301636,0.0011141300201416016,-0.0011141300201416016,1,ACH-000171,2.044090251729358e-06,3.5762786865234375e-07,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000478,ACH-000903,10127622,1,4.466712951660156,0.00047654262743890285,2.124235153198242,2.1241347789764404,0.00010037422180175781,0.00010037422180175781,1,ACH-000161,2.4628311621199828e-06,2.384185791015625e-07,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000480,ACH-000789,11784504,1,3.991945743560791,0.0001230933121405542,2.555643081665039,2.55564284324646,2.384185791015625e-07,2.384185791015625e-07,1,ACH-000161,3.045440280402545e-06,7.152557373046875e-07,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000481,ACH-000366,11647372,1,11.86203670501709,0.0023105924483388662,-0.7099322080612183,-0.7095931768417358,0.0003390312194824219,-0.0003390312194824219,1,ACH-000183,2.2828955934528494e-06,5.960464477539063e-08,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000532,ACH-000639,11511120,1,15.600713729858398,0.0013004925567656755,5.146328926086426,5.146388053894043,5.91278076171875e-05,-5.91278076171875e-05,1,ACH-000169,2.5798640308494214e-06,9.5367431640625e-07,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000535,ACH-000174,10027278,1,6.915775775909424,0.0004114687326364219,5.877519607543945,5.877473831176758,4.57763671875e-05,4.57763671875e-05,1,ACH-000176,2.5204778921761317e-06,4.76837158203125e-07,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000546,ACH-000144,104842,1,11.174221992492676,0.0017791098216548562,2.398944854736328,2.3987295627593994,0.00021529197692871094,0.00021529197692871094,1,ACH-000174,2.928202093244181e-06,2.384185791015625e-07,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000572,ACH-000522,10027278,1,5.758109092712402,0.00025847417418845,6.465688228607178,6.465683937072754,4.291534423828125e-06,4.291534423828125e-06,1,ACH-000183,1.6413487173849717e-06,0.0,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000605,ACH-000434,10377751,1,7.272059440612793,0.0014456972712650895,1.4817383289337158,1.482056975364685,0.0003186464309692383,-0.0003186464309692383,1,ACH-000169,2.3459451767848805e-06,0.0,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000621,ACH-000504,10113978,1,7.218952178955078,0.0013037853641435504,-1.087480068206787,-1.0876668691635132,0.00018680095672607422,0.00018680095672607422,1,ACH-000187,2.1002481389587047e-06,2.384185791015625e-07,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000621,ACH-000506,10368812,1,7.218952178955078,0.000916525605134666,2.7409613132476807,2.741163969039917,0.00020265579223632812,-0.00020265579223632812,1,ACH-000186,2.6631689706846373e-06,0.0,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000633,ACH-000369,11977753,1,4.636292457580566,0.00020895256602670997,6.334497451782227,6.334548473358154,5.1021575927734375e-05,-5.1021575927734375e-05,1,ACH-000242,1.8225786106995656e-06,0.0,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000633,ACH-000896,10027278,1,4.636292457580566,0.00046012431266717613,3.411059617996216,3.4111156463623047,5.602836608886719e-05,-5.602836608886719e-05,1,ACH-000191,2.1328189632185968e-06,0.0,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000640,ACH-000244,10074640,1,13.585003852844238,0.0012424951419234276,-1.694507122039795,-1.6941254138946533,0.00038170814514160156,-0.00038170814514160156,1,ACH-000210,2.2273993636190426e-06,0.0,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000647,ACH-000411,10109823,1,6.763339519500732,0.00023225344193633646,1.6814627647399902,1.6815112829208374,4.851818084716797e-05,-4.851818084716797e-05,1,ACH-000212,1.8861652506529936e-06,2.384185791015625e-07,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000663,ACH-000372,10127622,1,3.725188732147217,0.00031885693897493184,-2.3286473751068115,-2.328763008117676,0.00011563301086425781,0.00011563301086425781,1,ACH-000222,2.114643848472042e-06,0.0,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000663,ACH-000637,11338033,1,3.725188732147217,0.0015582869527861476,2.5277276039123535,2.5282528400421143,0.0005252361297607422,-0.0005252361297607422,1,ACH-000191,2.016999815168674e-06,4.76837158203125e-07,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000665,ACH-000778,10109823,1,6.203605651855469,0.0009507395443506539,1.7402915954589844,1.740397572517395,0.00010597705841064453,-0.00010597705841064453,1,ACH-000223,1.9881781554431655e-06,0.0,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000674,ACH-000776,10127622,1,4.8647050857543945,0.0004303645109757781,3.5384039878845215,3.538356065750122,4.792213439941406e-05,4.792213439941406e-05,1,ACH-000204,1.7541736951898201e-06,0.0,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000679,ACH-000830,10074640,1,6.096276760101318,0.0008579221903346479,-1.4921869039535522,-1.4919325113296509,0.0002543926239013672,-0.0002543926239013672,1,ACH-000225,2.352192723265034e-06,1.1920928955078125e-07,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000689,ACH-000211,10077147,1,7.618412494659424,0.0029221654403954744,1.9180445671081543,1.9180834293365479,3.886222839355469e-05,-3.886222839355469e-05,1,ACH-000225,1.8570862039268832e-06,0.0,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000752,ACH-000780,135423438,1,10.1336088180542,0.0032466368284076452,0.03796348720788956,0.03799936920404434,3.5881996154785156e-05,-3.5881996154785156e-05,1,ACH-000223,2.0827094431297155e-06,3.5762786865234375e-07,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000754,ACH-000218,10459196,1,6.142180442810059,0.0009543402120471001,-3.8479506969451904,-3.8477823734283447,0.00016832351684570312,-0.00016832351684570312,1,ACH-000249,2.3558484372188104e-06,4.76837158203125e-07,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000780,ACH-000639,11511120,1,9.033148765563965,0.0013042506761848927,5.146328926086426,5.1463494300842285,2.0503997802734375e-05,-2.0503997802734375e-05,1,ACH-000226,2.2087156139605213e-06,4.76837158203125e-07,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000783,ACH-000780,135423438,1,6.687258720397949,0.0008903067209757864,0.03796348720788956,0.03798411041498184,2.0623207092285156e-05,-2.0623207092285156e-05,1,ACH-000227,2.2596104827243835e-06,1.7881393432617188e-07,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000784,ACH-000375,11175137,1,12.64754581451416,0.0005946810124441981,1.0761873722076416,1.0762314796447754,4.410743713378906e-05,-4.410743713378906e-05,1,ACH-000222,1.9212011466152035e-06,0.0,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000786,ACH-000004,10027278,1,5.8769755363464355,0.0014512352645397186,6.578817367553711,6.578533172607422,0.0002841949462890625,0.0002841949462890625,1,ACH-000257,1.9334015632921364e-06,0.0,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000811,ACH-000493,10027278,1,7.977802276611328,0.00036177359288558364,4.948960781097412,4.948791980743408,0.00016880035400390625,0.00016880035400390625,1,ACH-000244,2.578564362920588e-06,0.0,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000811,ACH-000655,104842,1,7.977802276611328,0.00029803329380229115,7.228397369384766,7.2283616065979,3.5762786865234375e-05,3.5762786865234375e-05,1,ACH-000244,1.7994888139583054e-06,0.0,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000821,ACH-000427,104842,1,12.04842758178711,0.005665796808898449,3.222588062286377,3.222338914871216,0.0002491474151611328,0.0002491474151611328,1,ACH-000238,1.8925393305835314e-06,2.384185791015625e-07,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000852,ACH-000090,11338033,1,14.04926586151123,0.006565077695995569,3.4466655254364014,3.447603940963745,0.00093841552734375,-0.00093841552734375,1,ACH-000245,2.5710846784932073e-06,2.384185791015625e-07,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000855,ACH-000136,10074640,1,6.949615001678467,0.0020200253929942846,-2.726548910140991,-2.7261581420898438,0.00039076805114746094,-0.00039076805114746094,1,ACH-000273,1.8854432255466236e-06,2.384185791015625e-07,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000856,ACH-000821,11152667,1,10.073915481567383,0.0011284869397059083,5.037198543548584,5.036903381347656,0.0002951622009277344,0.0002951622009277344,1,ACH-000247,2.335804083486437e-06,4.76837158203125e-07,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000881,ACH-000200,10113978,1,9.894702911376953,0.00033994755358435214,-1.415643334388733,-1.4156172275543213,2.6106834411621094e-05,-2.6106834411621094e-05,1,ACH-000273,2.584960384410806e-06,1.1920928955078125e-07,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000882,ACH-000450,10368812,1,6.710781097412109,0.0014287306694313884,6.397826194763184,6.397772789001465,5.340576171875e-05,5.340576171875e-05,1,ACH-000243,1.771285383256327e-06,0.0,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000888,ACH-000366,11647372,1,17.88041114807129,0.0009448999189771712,-0.7099322080612183,-0.7097703814506531,0.00016182661056518555,-0.00016182661056518555,1,ACH-000291,1.9322633306728676e-06,5.960464477539063e-08,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000896,ACH-000058,10027278,1,8.990925788879395,0.00016387137293349952,4.979768753051758,4.979775428771973,6.67572021484375e-06,-6.67572021484375e-06,1,ACH-000260,2.1329819901438896e-06,0.0,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000911,ACH-000361,11152667,1,6.326542854309082,0.0014090443728491664,6.981714248657227,6.981644630432129,6.961822509765625e-05,6.961822509765625e-05,1,ACH-000271,2.208752448495943e-06,0.0,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000917,ACH-000365,10077147,1,10.028179168701172,0.00030104504548944533,0.39294931292533875,0.39289045333862305,5.885958671569824e-05,5.885958671569824e-05,1,ACH-000309,2.2678063942294102e-06,2.384185791015625e-07,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000932,ACH-000142,10377751,1,4.836829662322998,0.00012568551755975932,0.7900024056434631,0.790036141872406,3.3736228942871094e-05,-3.3736228942871094e-05,1,ACH-000271,1.8583833707452868e-06,0.0,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000936,ACH-000811,10027278,1,6.626211166381836,0.0010494600282981992,4.227801322937012,4.227516174316406,0.00028514862060546875,0.00028514862060546875,1,ACH-000292,2.6882928523264127e-06,9.5367431640625e-07,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000953,ACH-000610,11152667,1,10.02298641204834,0.0021873568184673786,3.955980062484741,3.955784559249878,0.00019550323486328125,0.00019550323486328125,1,ACH-000288,2.944897914858302e-06,0.0,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000970,ACH-000350,11707110,1,6.389371871948242,0.0013992006424814463,2.800170421600342,2.8002188205718994,4.839897155761719e-05,-4.839897155761719e-05,1,ACH-000257,1.3748239098276827e-06,0.0,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000973,ACH-000595,10368812,1,8.020665168762207,0.0008922299603000283,7.6609954833984375,7.66122579574585,0.00023031234741210938,-0.00023031234741210938,1,ACH-000292,1.8528704686104902e-06,0.0,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000981,ACH-000976,10127622,1,10.809361457824707,0.0004556576022878289,2.852097272872925,2.852125883102417,2.86102294921875e-05,-2.86102294921875e-05,1,ACH-000267,2.0595346086338395e-06,0.0,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000991,ACH-000038,104842,1,14.669363021850586,0.0009690407896414399,2.0380966663360596,2.0382773876190186,0.00018072128295898438,-0.00018072128295898438,1,ACH-000288,1.9031207330044708e-06,2.384185791015625e-07,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000997,ACH-000963,11152667,1,8.69741153717041,0.001591521897353232,2.875908851623535,2.8760101795196533,0.00010132789611816406,-0.00010132789611816406,1,ACH-000305,1.8135784785044962e-06,0.0,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,2,1,ACH-000999,ACH-000559,11338033,1,16.32855796813965,0.0033903091680258512,1.5967411994934082,1.5967895984649658,4.839897155761719e-05,-4.839897155761719e-05,1,ACH-000309,2.157046083084424e-06,2.384185791015625e-07,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,3,0,ACH-000009,ACH-000360,11488320,1,4.333137035369873,1.3876920093025547e-06,-0.4542092978954315,-0.4542091190814972,1.7881393432617188e-07,-1.7881393432617188e-07,1,ACH-000318,1.968569904420292e-06,2.384185791015625e-07,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,3,0,ACH-000018,ACH-000410,10027278,1,4.7600321769714355,2.128454070771113e-06,0.25593170523643494,0.25593146681785583,2.384185791015625e-07,2.384185791015625e-07,1,ACH-000303,2.1642779302055715e-06,1.7881393432617188e-07,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,3,0,ACH-000023,ACH-000882,10074640,1,6.496126651763916,2.0116947325732326e-06,0.06153867393732071,0.06153851002454758,1.6391277313232422e-07,1.6391277313232422e-07,1,ACH-000288,1.8567797042123857e-06,1.4901161193847656e-07,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,3,0,ACH-000046,ACH-000506,10368812,1,4.719186305999756,3.3399830954294885e-06,2.7409613132476807,2.740961790084839,4.76837158203125e-07,-4.76837158203125e-07,1,ACH-000308,2.026305310209864e-06,0.0,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,3,0,ACH-000072,ACH-000830,10074640,1,6.281817436218262,2.0740644686156884e-06,-1.4921869039535522,-1.4921870231628418,1.1920928955078125e-07,1.1920928955078125e-07,1,ACH-000330,1.9336123386892723e-06,1.1920928955078125e-07,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,3,0,ACH-000073,ACH-000151,10027278,1,9.484984397888184,2.6126344891963527e-06,6.376621246337891,6.376621723175049,4.76837158203125e-07,-4.76837158203125e-07,1,ACH-000311,2.5726171770656947e-06,0.0,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,3,0,ACH-000073,ACH-000204,10109823,1,9.484984397888184,2.1054688659205567e-06,-1.4474680423736572,-1.4474682807922363,2.384185791015625e-07,2.384185791015625e-07,1,ACH-000308,2.201899405918084e-06,2.384185791015625e-07,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,3,0,ACH-000074,ACH-000624,10368812,1,12.26185417175293,2.131890596501762e-06,5.850337505340576,5.850337982177734,4.76837158203125e-07,-4.76837158203125e-07,1,ACH-000315,2.1529731384362094e-06,4.76837158203125e-07,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,3,0,ACH-000096,ACH-000563,10027278,1,14.518709182739258,2.0846393908868777e-06,2.5780088901519775,2.5780093669891357,4.76837158203125e-07,-4.76837158203125e-07,1,ACH-000341,1.993061687244335e-06,4.76837158203125e-07,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,3,0,ACH-000103,ACH-000617,10027278,1,5.107237339019775,3.046863866984495e-06,3.7627665996551514,3.7627665996551514,0.0,0.0,1,ACH-000320,2.8866122647741577e-06,4.76837158203125e-07,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,3,0,ACH-000132,ACH-000081,10074640,1,3.9026668071746826,1.951619196915999e-06,4.595788955688477,4.595788955688477,0.0,0.0,1,ACH-000352,1.8965569097417756e-06,4.76837158203125e-07,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,3,0,ACH-000137,ACH-000056,11676786,1,7.323951244354248,2.3938214326335583e-06,1.318925142288208,1.3189252614974976,1.1920928955078125e-07,-1.1920928955078125e-07,1,ACH-000359,2.5840890884865075e-06,1.1920928955078125e-07,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,3,0,ACH-000153,ACH-000257,10368812,1,14.58481502532959,2.4003579710552003e-06,3.2243311405181885,3.2243313789367676,2.384185791015625e-07,-2.384185791015625e-07,1,ACH-000311,2.1989987999404548e-06,2.384185791015625e-07,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,3,0,ACH-000168,ACH-000225,46844147,1,4.801363945007324,1.561934368510265e-06,-1.4925673007965088,-1.4925673007965088,0.0,0.0,1,ACH-000346,1.9124213395116385e-06,0.0,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,3,0,ACH-000218,ACH-000326,104842,1,5.330283164978027,2.2828858163848054e-06,4.946337699890137,4.946337699890137,0.0,0.0,1,ACH-000346,2.5739686861925293e-06,4.76837158203125e-07,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,3,0,ACH-000222,ACH-000004,10027278,1,13.000667572021484,2.571067170720198e-06,6.578817367553711,6.578817844390869,4.76837158203125e-07,-4.76837158203125e-07,1,ACH-000359,3.705871449710685e-06,9.5367431640625e-07,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,3,0,ACH-000223,ACH-000410,10027278,1,5.546733379364014,2.1551909412664827e-06,0.25593170523643494,0.25593140721321106,2.980232238769531e-07,2.980232238769531e-07,1,ACH-000336,1.95682400772057e-06,8.940696716308594e-08,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,3,0,ACH-000238,ACH-000269,11178236,1,4.138678550720215,1.8414506257613539e-06,4.995180606842041,4.995180606842041,0.0,0.0,1,ACH-000347,2.5322283363493625e-06,0.0,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,3,0,ACH-000244,ACH-000476,159324,1,3.855201005935669,2.061039367617923e-06,2.349557638168335,2.349557638168335,0.0,0.0,1,ACH-000332,1.8756105646389187e-06,0.0,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,3,0,ACH-000248,ACH-000504,10113978,1,9.704208374023438,2.426349965389818e-06,-1.087480068206787,-1.0874799489974976,1.1920928955078125e-07,-1.1920928955078125e-07,1,ACH-000350,2.2856268060422735e-06,0.0,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,3,0,ACH-000257,ACH-000951,11178236,1,16.536823272705078,1.9469553080853075e-06,1.9604506492614746,1.9604506492614746,0.0,0.0,1,ACH-000361,2.494757836757344e-06,0.0,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,3,0,ACH-000269,ACH-000303,10461815,1,6.649313449859619,1.6499420780746732e-06,-6.951642036437988,-6.951642036437988,0.0,0.0,1,ACH-000343,2.2909930521564092e-06,0.0,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,3,0,ACH-000270,ACH-000938,10377751,1,4.855583190917969,1.8864708408727893e-06,4.263065338134766,4.263065338134766,0.0,0.0,1,ACH-000355,1.943487859534798e-06,0.0,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,3,0,ACH-000271,ACH-000450,10368812,1,11.614773750305176,2.064994077954907e-06,6.397826194763184,6.397826194763184,0.0,0.0,1,ACH-000334,2.011435299209552e-06,0.0,1
dataset-2,hgt_2_only,0,2,hgt_only,2,2,3,0,ACH-000288,ACH-000058,10027278,1,8.762249946594238,1.8753053154796362e-06,4.979768753051758,4.979768753051758,0.0,0.0,1,ACH-000351,2.273830432386603e-06,4.76837158203125e-07,1
