metric,mean,std
AUC,0.9136342017417942,0.0016486199463633944
AUPR,0.8784945157652893,0.00044882903479948055
F1,0.8042403115187144,0.0006977172044804748
ACC,0.8299454529958237,0.0010440637518111529
