epoch,train_loss,train_cls_loss,train_contrastive_loss,val_auc,val_aupr,val_f1,val_acc
1,0.6841545701026917,0.6841545701026917,0.0,0.5786487248318428,0.48428200982173086,0.5774069428443909,0.4076206088066101
2,0.7018200159072876,0.7018200159072876,0.0,0.5804507517203551,0.47799900309432153,0.5775003433227539,0.4186769127845764
3,0.6565837264060974,0.6565837264060974,0.0,0.5876447134403777,0.4882326577321805,0.5803419351577759,0.43704313039779663
4,0.6495569348335266,0.6495569348335266,0.0,0.59277599786133,0.49230908625795855,0.581297755241394,0.44398757815361023
5,0.636284351348877,0.636284351348877,0.0,0.5948370129816163,0.49320440518254927,0.5814585089683533,0.45093202590942383
6,0.616786003112793,0.616786003112793,0.0,0.5977745676950013,0.4974356425795036,0.5834659337997437,0.44983553886413574
7,0.5968959927558899,0.5968959927558899,0.0,0.5963970197134404,0.48555318105611944,0.5849682092666626,0.4510233998298645
8,0.5689082145690918,0.5689082145690918,0.0,0.5990137219784359,0.49343809365461283,0.5853521227836609,0.46198830008506775
9,0.5387213230133057,0.5387213230133057,0.0,0.6010208548031426,0.49897499298234316,0.5842444896697998,0.4579678475856781
10,0.5122090578079224,0.5122090578079224,0.0,0.6031885956528484,0.5013507407192168,0.5852116346359253,0.44846490025520325
11,0.5197771191596985,0.48723626136779785,6.508170127868652,0.604538077053068,0.5040541204980691,0.5866591930389404,0.4615314304828644
12,0.502975344657898,0.47475558519363403,5.643949031829834,0.6054318444366876,0.5053040049665058,0.5849846601486206,0.45650583505630493
13,0.4882468581199646,0.4607725143432617,5.494869232177734,0.6034883072648294,0.5045951886035694,0.5836001634597778,0.453399121761322
14,0.4672659635543823,0.44000259041786194,5.452672958374023,0.6043854163203795,0.5058831899725539,0.5823841691017151,0.46061769127845764
15,0.4589221477508545,0.43172064423561096,5.440300941467285,0.6065093518333832,0.5058014671331001,0.5845543742179871,0.46372440457344055
16,0.44448044896125793,0.41733214259147644,5.429659843444824,0.6048069171570094,0.5013824184489786,0.5855035781860352,0.46335890889167786
17,0.44434690475463867,0.41721460223197937,5.4264607429504395,0.6077699412973859,0.502267270904376,0.5864418745040894,0.4620796740055084
18,0.4399696886539459,0.4128585457801819,5.4222283363342285,0.6141642738217923,0.5117065405144694,0.586916446685791,0.4680190086364746
19,0.44190409779548645,0.41483062505722046,5.414694786071777,0.6151015175692298,0.5129626040505666,0.5865591764450073,0.45641446113586426
20,0.4344785213470459,0.4074152112007141,5.412662506103516,0.6173397625023548,0.5148465528297523,0.587091326713562,0.4645467698574066
21,0.43099111318588257,0.4039951264858246,5.399194717407227,0.6247654077047529,0.5260468207753126,0.5880358815193176,0.4670138955116272
22,0.4310151934623718,0.4040234684944153,5.398342609405518,0.632955412746695,0.5395891698623565,0.5900946855545044,0.4857456088066101
23,0.4334731101989746,0.4064939320087433,5.3958330154418945,0.6454269998781068,0.5512408621547713,0.5940378904342651,0.4885782301425934
24,0.42476174235343933,0.39781391620635986,5.3895673751831055,0.6620485626308966,0.5725265157916938,0.5975431203842163,0.49707603454589844
25,0.42645424604415894,0.39953500032424927,5.383851528167725,0.6813176645279966,0.6046159946548296,0.6002633571624756,0.5284174084663391
26,0.42694753408432007,0.4000874161720276,5.3720221519470215,0.7010784423722616,0.6337573353829596,0.6072035431861877,0.5774853825569153
27,0.4194931387901306,0.39264214038848877,5.370200157165527,0.7150323120629855,0.6534726605165283,0.6154118180274963,0.6027960777282715
28,0.4181342124938965,0.391254186630249,5.376003742218018,0.7438079165420033,0.6884946172209037,0.6360943913459778,0.6744334697723389
29,0.4149424433708191,0.3881777822971344,5.352931022644043,0.7958348916259432,0.7409944155708372,0.6816197037696838,0.7068713307380676
30,0.4139017164707184,0.386983722448349,5.383600234985352,0.8232535695289387,0.7697046602617944,0.709498941898346,0.7409539222717285
31,0.4127853512763977,0.38591235876083374,5.374598979949951,0.8312536706448146,0.7758617201161884,0.7177310585975647,0.7508223652839661
32,0.4133042097091675,0.38650357723236084,5.360123634338379,0.8529755077956185,0.8011674591933226,0.7400683760643005,0.777595043182373
33,0.40942344069480896,0.3825503885746002,5.374609470367432,0.873371480336425,0.8234907996033538,0.7614917755126953,0.7989766001701355
34,0.40860751271247864,0.38175350427627563,5.370800495147705,0.8784005407621645,0.8292159462510745,0.7640541791915894,0.7898392081260681
35,0.4067089259624481,0.3799630403518677,5.349178791046143,0.8809609194064916,0.8338805998747658,0.7676331400871277,0.7934941649436951
36,0.4073759615421295,0.38056570291519165,5.362053394317627,0.8826766341987744,0.8378092482079157,0.768135666847229,0.7976059913635254
37,0.40857693552970886,0.3818492591381073,5.345533847808838,0.8907308773256651,0.8476991525635847,0.7795376777648926,0.8117690086364746
38,0.3993886411190033,0.37259647250175476,5.358432769775391,0.8963618369291803,0.8533976488292108,0.7868513464927673,0.8115862607955933
39,0.4020833671092987,0.3752606511116028,5.3645453453063965,0.8992205420365014,0.8582979697806108,0.7875012755393982,0.8098501563072205
40,0.402126282453537,0.37530407309532166,5.364439964294434,0.9020397011402546,0.8639569541188332,0.7870711088180542,0.8043676614761353
41,0.40210050344467163,0.3753466308116913,5.350772857666016,0.9050669442505236,0.8681636183749005,0.7937266230583191,0.8185306787490845
42,0.40138810873031616,0.3746139705181122,5.354826927185059,0.9082226253005774,0.8720019864539896,0.7963565587997437,0.828399121761322
43,0.40187549591064453,0.37509506940841675,5.356086730957031,0.910969029453808,0.8751115220470718,0.8005670309066772,0.832876443862915
44,0.39779728651046753,0.37103772163391113,5.351911544799805,0.9108603298870827,0.8746663881041867,0.803320050239563,0.8289473652839661
45,0.3985104262828827,0.3717781901359558,5.346449851989746,0.9113109881098812,0.8751538883930219,0.8027600646018982,0.8302266001701355
46,0.39773738384246826,0.3709017336368561,5.367128372192383,0.9122454442449829,0.8767177387148657,0.805047333240509,0.8305920958518982
47,0.39758241176605225,0.3707907795906067,5.358327865600586,0.9118827429828352,0.8768637272140262,0.8033725619316101,0.8273940086364746
48,0.39660948514938354,0.36983928084373474,5.354038715362549,0.9122535819952795,0.8772324744862705,0.8042404055595398,0.8262061476707458
49,0.3964158296585083,0.36970001459121704,5.343160152435303,0.9118925775406402,0.8770874149989212,0.8054346442222595,0.8325109481811523
50,0.3960874676704407,0.3692694306373596,5.363605976104736,0.9109917805259133,0.8760861285219547,0.801806628704071,0.8315972089767456
51,0.39268025755882263,0.36591726541519165,5.352601051330566,0.9108250085879238,0.8759349840288659,0.7999576926231384,0.8272112607955933
52,0.3927077054977417,0.36601030826568604,5.339480400085449,0.9123015600933035,0.8777256393840227,0.8024123311042786,0.823373556137085
53,0.3919578194618225,0.36524373292922974,5.342820167541504,0.9121410732688408,0.8779695155654338,0.8015749454498291,0.8250182867050171
54,0.392192006111145,0.3653504252433777,5.3683180809021,0.9116385758452178,0.8775894757077961,0.8018767237663269,0.8302266001701355
55,0.39292964339256287,0.3661453425884247,5.356860637664795,0.911816757947985,0.877563565619492,0.8014819622039795,0.8237390518188477
56,0.39106830954551697,0.36432182788848877,5.349296569824219,0.9130135439867912,0.878745788118307,0.802831768989563,0.8294956088066101
57,0.390453964471817,0.36366385221481323,5.358022689819336,0.9138934945092694,0.8798608124717067,0.8051618337631226,0.8316885828971863
58,0.3902897238731384,0.3635973036289215,5.338487148284912,0.913907051654976,0.8801011937797361,0.8058538436889648,0.8315058350563049
59,0.390546053647995,0.3638566732406616,5.337874889373779,0.9133347080937024,0.8795254968569937,0.8027488589286804,0.8321454524993896
60,0.38831329345703125,0.3615957796573639,5.343505382537842,0.9121624565063218,0.8780659309984151,0.8022153377532959,0.8303179740905762
61,0.3891919255256653,0.36250171065330505,5.338041305541992,0.9116949514089736,0.8773633845608895,0.8010638356208801,0.8291301131248474
62,0.3878958523273468,0.3611382842063904,5.3515143394470215,0.9120639204702858,0.8777783592303037,0.8013975620269775,0.8337901830673218
63,0.3890995383262634,0.36232873797416687,5.354157447814941,0.9123809810733242,0.8779963681054876,0.8016520142555237,0.8288559913635254
